table,column,property,type,nullable,primary_key,comment,source_file
alerts,threshold_value,thresholdValue,double precision,yes,no,,monitoreo-v2/backend/src/modules/platform/entities/platform-alert.entity.ts
alerts,assigned_to,assignedTo,uuid,yes,no,,monitoreo-v2/backend/src/modules/platform/entities/platform-alert.entity.ts
alerts,acknowledged_by,acknowledgedBy,uuid,yes,no,,monitoreo-v2/backend/src/modules/platform/entities/platform-alert.entity.ts
alerts,acknowledged_at,acknowledgedAt,timestamptz,yes,no,,monitoreo-v2/backend/src/modules/platform/entities/platform-alert.entity.ts
alerts,resolved_by,resolvedBy,uuid,yes,no,,monitoreo-v2/backend/src/modules/platform/entities/platform-alert.entity.ts
alerts,resolved_at,resolvedAt,timestamptz,yes,no,,monitoreo-v2/backend/src/modules/platform/entities/platform-alert.entity.ts
alerts,resolution_notes,resolutionNotes,text,yes,no,,monitoreo-v2/backend/src/modules/platform/entities/platform-alert.entity.ts
alerts,created_at,createdAt,timestamptz,no,no,,monitoreo-v2/backend/src/modules/platform/entities/platform-alert.entity.ts
protocol_types,label,label,varchar(100),no,no,,monitoreo-v2/backend/src/modules/platform/entities/protocol-type.entity.ts
protocol_types,description,description,text,yes,no,,monitoreo-v2/backend/src/modules/platform/entities/protocol-type.entity.ts
readings,id,id,uuid,no,yes,,monitoreo-v2/backend/src/modules/platform/entities/reading.entity.ts
readings,tenant_id,tenantId,varchar,no,no,,monitoreo-v2/backend/src/modules/platform/entities/reading.entity.ts
readings,meter_id,meterId,varchar,no,no,,monitoreo-v2/backend/src/modules/platform/entities/reading.entity.ts
readings,timestamp,timestamp,timestamptz,no,no,,monitoreo-v2/backend/src/modules/platform/entities/reading.entity.ts
readings,voltage_l1,voltageL1,decimal,yes,no,,monitoreo-v2/backend/src/modules/platform/entities/reading.entity.ts
readings,voltage_l2,voltageL2,decimal,yes,no,,monitoreo-v2/backend/src/modules/platform/entities/reading.entity.ts
readings,voltage_l3,voltageL3,decimal,yes,no,,monitoreo-v2/backend/src/modules/platform/entities/reading.entity.ts
readings,current_l1,currentL1,decimal,yes,no,,monitoreo-v2/backend/src/modules/platform/entities/reading.entity.ts
readings,current_l2,currentL2,decimal,yes,no,,monitoreo-v2/backend/src/modules/platform/entities/reading.entity.ts
readings,current_l3,currentL3,decimal,yes,no,,monitoreo-v2/backend/src/modules/platform/entities/reading.entity.ts
readings,power_kw,powerKw,decimal,no,no,,monitoreo-v2/backend/src/modules/platform/entities/reading.entity.ts
readings,reactive_power_kvar,reactivePowerKvar,decimal,yes,no,,monitoreo-v2/backend/src/modules/platform/entities/reading.entity.ts
readings,power_factor,powerFactor,decimal,yes,no,,monitoreo-v2/backend/src/modules/platform/entities/reading.entity.ts
readings,frequency_hz,frequencyHz,decimal,yes,no,,monitoreo-v2/backend/src/modules/platform/entities/reading.entity.ts
readings,energy_kwh_total,energyKwhTotal,decimal,no,no,,monitoreo-v2/backend/src/modules/platform/entities/reading.entity.ts
readings,thd_voltage_pct,thdVoltagePct,decimal,yes,no,,monitoreo-v2/backend/src/modules/platform/entities/reading.entity.ts
readings,thd_current_pct,thdCurrentPct,decimal,yes,no,,monitoreo-v2/backend/src/modules/platform/entities/reading.entity.ts
readings,phase_imbalance_pct,phaseImbalancePct,decimal,yes,no,,monitoreo-v2/backend/src/modules/platform/entities/reading.entity.ts
readings,breaker_status,breakerStatus,varchar(10),yes,no,,monitoreo-v2/backend/src/modules/platform/entities/reading.entity.ts
readings,digital_input_1,digitalInput1,smallint,yes,no,,monitoreo-v2/backend/src/modules/platform/entities/reading.entity.ts
readings,digital_input_2,digitalInput2,smallint,yes,no,,monitoreo-v2/backend/src/modules/platform/entities/reading.entity.ts
readings,digital_output_1,digitalOutput1,smallint,yes,no,,monitoreo-v2/backend/src/modules/platform/entities/reading.entity.ts
readings,digital_output_2,digitalOutput2,smallint,yes,no,,monitoreo-v2/backend/src/modules/platform/entities/reading.entity.ts
readings,alarm,alarm,varchar(50),yes,no,,monitoreo-v2/backend/src/modules/platform/entities/reading.entity.ts
readings,modbus_crc_errors,modbusCrcErrors,integer,yes,no,,monitoreo-v2/backend/src/modules/platform/entities/reading.entity.ts
readings,ingested_at,ingestedAt,timestamptz,no,no,,monitoreo-v2/backend/src/modules/platform/entities/reading.entity.ts
readings,source,source,varchar(30),yes,no,,monitoreo-v2/backend/src/modules/platform/entities/reading.entity.ts
regions,id,id,uuid,no,yes,,monitoreo-v2/backend/src/modules/platform/entities/region.entity.ts
regions,tenant_id,tenantId,varchar,no,no,,monitoreo-v2/backend/src/modules/platform/entities/region.entity.ts
regions,code,code,varchar(50),no,no,,monitoreo-v2/backend/src/modules/platform/entities/region.entity.ts
regions,name,name,varchar(255),no,no,,monitoreo-v2/backend/src/modules/platform/entities/region.entity.ts
regions,country_code,countryCode,char(2),no,no,,monitoreo-v2/backend/src/modules/platform/entities/region.entity.ts
regions,created_at,createdAt,timestamptz,no,no,,monitoreo-v2/backend/src/modules/platform/entities/region.entity.ts
regions,updated_at,updatedAt,timestamptz,no,no,,monitoreo-v2/backend/src/modules/platform/entities/region.entity.ts
register_mappings,id,id,uuid,no,yes,,monitoreo-v2/backend/src/modules/platform/entities/register-mapping.entity.ts
register_mappings,tenant_id,tenantId,varchar,yes,no,Null = global template (super_admin only for writes).,monitoreo-v2/backend/src/modules/platform/entities/register-mapping.entity.ts
register_mappings,protocol,protocol,varchar(30),no,no,,monitoreo-v2/backend/src/modules/platform/entities/register-mapping.entity.ts
register_mappings,device_profile,deviceProfile,varchar(100),no,no,,monitoreo-v2/backend/src/modules/platform/entities/register-mapping.entity.ts
register_mappings,register_key,registerKey,varchar(100),no,no,,monitoreo-v2/backend/src/modules/platform/entities/register-mapping.entity.ts
register_mappings,target_field,targetField,varchar(100),no,no,,monitoreo-v2/backend/src/modules/platform/entities/register-mapping.entity.ts
register_mappings,scale_factor,scaleFactor,decimal,no,no,,monitoreo-v2/backend/src/modules/platform/entities/register-mapping.entity.ts
register_mappings,unit,unit,varchar(30),yes,no,,monitoreo-v2/backend/src/modules/platform/entities/register-mapping.entity.ts
register_mappings,created_at,createdAt,timestamptz,no,no,,monitoreo-v2/backend/src/modules/platform/entities/register-mapping.entity.ts
register_mappings,updated_at,updatedAt,timestamptz,no,no,,monitoreo-v2/backend/src/modules/platform/entities/register-mapping.entity.ts
reports,id,id,uuid,no,yes,,monitoreo-v2/backend/src/modules/platform/entities/report.entity.ts
reports,tenant_id,tenantId,varchar,no,no,,monitoreo-v2/backend/src/modules/platform/entities/report.entity.ts
reports,building_id,buildingId,uuid,yes,no,,monitoreo-v2/backend/src/modules/platform/entities/report.entity.ts
reports,report_type,reportType,varchar(50),no,no,,monitoreo-v2/backend/src/modules/platform/entities/report.entity.ts
reports,period_start,periodStart,date,no,no,,monitoreo-v2/backend/src/modules/platform/entities/report.entity.ts
reports,period_end,periodEnd,date,no,no,,monitoreo-v2/backend/src/modules/platform/entities/report.entity.ts
reports,format,format,varchar(10),no,no,,monitoreo-v2/backend/src/modules/platform/entities/report.entity.ts
reports,file_url,fileUrl,text,yes,no,,monitoreo-v2/backend/src/modules/platform/entities/report.entity.ts
reports,file_size_bytes,fileSizeBytes,bigint,yes,no,,monitoreo-v2/backend/src/modules/platform/entities/report.entity.ts
reports,generated_by,generatedBy,varchar,no,no,,monitoreo-v2/backend/src/modules/platform/entities/report.entity.ts
reports,created_at,createdAt,timestamptz,no,no,,monitoreo-v2/backend/src/modules/platform/entities/report.entity.ts
scheduled_reports,id,id,uuid,no,yes,,monitoreo-v2/backend/src/modules/platform/entities/scheduled-report.entity.ts
scheduled_reports,tenant_id,tenantId,varchar,no,no,,monitoreo-v2/backend/src/modules/platform/entities/scheduled-report.entity.ts
scheduled_reports,building_id,buildingId,uuid,yes,no,,monitoreo-v2/backend/src/modules/platform/entities/scheduled-report.entity.ts
scheduled_reports,report_type,reportType,varchar(50),no,no,,monitoreo-v2/backend/src/modules/platform/entities/scheduled-report.entity.ts
scheduled_reports,format,format,varchar(10),no,no,,monitoreo-v2/backend/src/modules/platform/entities/scheduled-report.entity.ts
scheduled_reports,cron_expression,cronExpression,varchar(100),no,no,,monitoreo-v2/backend/src/modules/platform/entities/scheduled-report.entity.ts
scheduled_reports,recipients,recipients,jsonb,no,no,,monitoreo-v2/backend/src/modules/platform/entities/scheduled-report.entity.ts
scheduled_reports,is_active,isActive,boolean,no,no,,monitoreo-v2/backend/src/modules/platform/entities/scheduled-report.entity.ts
scheduled_reports,last_run_at,lastRunAt,timestamptz,yes,no,,monitoreo-v2/backend/src/modules/platform/entities/scheduled-report.entity.ts
scheduled_reports,next_run_at,nextRunAt,timestamptz,yes,no,,monitoreo-v2/backend/src/modules/platform/entities/scheduled-report.entity.ts
scheduled_reports,created_by,createdBy,varchar,no,no,,monitoreo-v2/backend/src/modules/platform/entities/scheduled-report.entity.ts
scheduled_reports,created_at,createdAt,timestamptz,no,no,,monitoreo-v2/backend/src/modules/platform/entities/scheduled-report.entity.ts
scheduled_reports,updated_at,updatedAt,timestamptz,no,no,,monitoreo-v2/backend/src/modules/platform/entities/scheduled-report.entity.ts
tariff_blocks,id,id,uuid,no,yes,,monitoreo-v2/backend/src/modules/platform/entities/tariff-block.entity.ts
tariff_blocks,tariff_id,tariffId,varchar,no,no,,monitoreo-v2/backend/src/modules/platform/entities/tariff-block.entity.ts
tariff_blocks,block_name,blockName,varchar(50),no,no,,monitoreo-v2/backend/src/modules/platform/entities/tariff-block.entity.ts
tariff_blocks,hour_start,hourStart,smallint,no,no,,monitoreo-v2/backend/src/modules/platform/entities/tariff-block.entity.ts
tariff_blocks,hour_end,hourEnd,smallint,no,no,,monitoreo-v2/backend/src/modules/platform/entities/tariff-block.entity.ts
tariff_blocks,energy_rate,energyRate,decimal,no,no,,monitoreo-v2/backend/src/modules/platform/entities/tariff-block.entity.ts
tariff_blocks,demand_rate,demandRate,decimal,no,no,,monitoreo-v2/backend/src/modules/platform/entities/tariff-block.entity.ts
tariff_blocks,reactive_rate,reactiveRate,decimal,no,no,,monitoreo-v2/backend/src/modules/platform/entities/tariff-block.entity.ts
tariff_blocks,fixed_charge,fixedCharge,decimal,no,no,,monitoreo-v2/backend/src/modules/platform/entities/tariff-block.entity.ts
tariffs,id,id,uuid,no,yes,,monitoreo-v2/backend/src/modules/platform/entities/tariff.entity.ts
tariffs,tenant_id,tenantId,varchar,no,no,,monitoreo-v2/backend/src/modules/platform/entities/tariff.entity.ts
tariffs,building_id,buildingId,varchar,no,no,,monitoreo-v2/backend/src/modules/platform/entities/tariff.entity.ts
tariffs,name,name,varchar(255),no,no,,monitoreo-v2/backend/src/modules/platform/entities/tariff.entity.ts
tariffs,effective_from,effectiveFrom,date,no,no,,monitoreo-v2/backend/src/modules/platform/entities/tariff.entity.ts
tariffs,effective_to,effectiveTo,date,yes,no,,monitoreo-v2/backend/src/modules/platform/entities/tariff.entity.ts
tariffs,is_active,isActive,boolean,no,no,,monitoreo-v2/backend/src/modules/platform/entities/tariff.entity.ts
tariffs,created_by,createdBy,uuid,yes,no,,monitoreo-v2/backend/src/modules/platform/entities/tariff.entity.ts
tariffs,created_at,createdAt,timestamptz,no,no,,monitoreo-v2/backend/src/modules/platform/entities/tariff.entity.ts
tariffs,updated_at,updatedAt,timestamptz,no,no,,monitoreo-v2/backend/src/modules/platform/entities/tariff.entity.ts
tenant_units,id,id,uuid,no,yes,,monitoreo-v2/backend/src/modules/platform/entities/tenant-unit.entity.ts
tenant_units,tenant_id,tenantId,varchar,no,no,,monitoreo-v2/backend/src/modules/platform/entities/tenant-unit.entity.ts
tenant_units,building_id,buildingId,varchar,no,no,,monitoreo-v2/backend/src/modules/platform/entities/tenant-unit.entity.ts
tenant_units,name,name,varchar(255),no,no,,monitoreo-v2/backend/src/modules/platform/entities/tenant-unit.entity.ts
tenant_units,unit_code,unitCode,varchar(50),no,no,,monitoreo-v2/backend/src/modules/platform/entities/tenant-unit.entity.ts
tenant_units,external_unit_id,externalUnitId,varchar(100),yes,no,,monitoreo-v2/backend/src/modules/platform/entities/tenant-unit.entity.ts
tenant_units,contact_name,contactName,varchar(255),yes,no,,monitoreo-v2/backend/src/modules/platform/entities/tenant-unit.entity.ts
tenant_units,contact_email,contactEmail,varchar(255),yes,no,,monitoreo-v2/backend/src/modules/platform/entities/tenant-unit.entity.ts
tenant_units,user_id,userId,uuid,yes,no,,monitoreo-v2/backend/src/modules/platform/entities/tenant-unit.entity.ts
tenant_units,is_active,isActive,boolean,no,no,,monitoreo-v2/backend/src/modules/platform/entities/tenant-unit.entity.ts
tenant_units,created_at,createdAt,timestamptz,no,no,,monitoreo-v2/backend/src/modules/platform/entities/tenant-unit.entity.ts
tenant_units,updated_at,updatedAt,timestamptz,no,no,,monitoreo-v2/backend/src/modules/platform/entities/tenant-unit.entity.ts
webhook_delivery_logs,id,id,uuid,no,yes,,monitoreo-v2/backend/src/modules/platform/entities/webhook-delivery-log.entity.ts
webhook_delivery_logs,tenant_id,tenantId,varchar,no,no,,monitoreo-v2/backend/src/modules/platform/entities/webhook-delivery-log.entity.ts
webhook_delivery_logs,subscription_id,subscriptionId,varchar,yes,no,,monitoreo-v2/backend/src/modules/platform/entities/webhook-delivery-log.entity.ts
webhook_delivery_logs,event_type,eventType,varchar(50),no,no,,monitoreo-v2/backend/src/modules/platform/entities/webhook-delivery-log.entity.ts
webhook_delivery_logs,url,url,text,no,no,,monitoreo-v2/backend/src/modules/platform/entities/webhook-delivery-log.entity.ts
webhook_delivery_logs,status,status,varchar(20),no,no,,monitoreo-v2/backend/src/modules/platform/entities/webhook-delivery-log.entity.ts
webhook_delivery_logs,http_status,httpStatus,integer,yes,no,,monitoreo-v2/backend/src/modules/platform/entities/webhook-delivery-log.entity.ts
webhook_delivery_logs,attempt_count,attemptCount,integer,no,no,,monitoreo-v2/backend/src/modules/platform/entities/webhook-delivery-log.entity.ts
webhook_delivery_logs,error_message,errorMessage,text,yes,no,,monitoreo-v2/backend/src/modules/platform/entities/webhook-delivery-log.entity.ts
webhook_delivery_logs,payload,payload,jsonb,no,no,,monitoreo-v2/backend/src/modules/platform/entities/webhook-delivery-log.entity.ts
webhook_delivery_logs,created_at,createdAt,timestamptz,no,no,,monitoreo-v2/backend/src/modules/platform/entities/webhook-delivery-log.entity.ts
webhook_subscriptions,id,id,uuid,no,yes,,monitoreo-v2/backend/src/modules/platform/entities/webhook-subscription.entity.ts
webhook_subscriptions,tenant_id,tenantId,varchar,no,no,,monitoreo-v2/backend/src/modules/platform/entities/webhook-subscription.entity.ts
webhook_subscriptions,event_type,eventType,varchar(50),no,no,,monitoreo-v2/backend/src/modules/platform/entities/webhook-subscription.entity.ts
webhook_subscriptions,url,url,text,no,no,,monitoreo-v2/backend/src/modules/platform/entities/webhook-subscription.entity.ts
webhook_subscriptions,secret,secret,text,no,no,,monitoreo-v2/backend/src/modules/platform/entities/webhook-subscription.entity.ts
webhook_subscriptions,active,active,boolean,no,no,,monitoreo-v2/backend/src/modules/platform/entities/webhook-subscription.entity.ts
webhook_subscriptions,created_at,createdAt,timestamptz,no,no,,monitoreo-v2/backend/src/modules/platform/entities/webhook-subscription.entity.ts
webhook_subscriptions,updated_at,updatedAt,timestamptz,no,no,,monitoreo-v2/backend/src/modules/platform/entities/webhook-subscription.entity.ts
permissions,id,id,uuid,no,yes,,monitoreo-v2/backend/src/modules/roles/entities/permission.entity.ts
permissions,module,module,varchar(100),no,no,,monitoreo-v2/backend/src/modules/roles/entities/permission.entity.ts
permissions,action,action,varchar(50),no,no,,monitoreo-v2/backend/src/modules/roles/entities/permission.entity.ts
permissions,description,description,text,yes,no,,monitoreo-v2/backend/src/modules/roles/entities/permission.entity.ts
role_permissions,access_level,accessLevel,varchar(10),no,no,,monitoreo-v2/backend/src/modules/roles/entities/role-permission.entity.ts
roles,id,id,uuid,no,yes,,monitoreo-v2/backend/src/modules/roles/entities/role.entity.ts
roles,tenant_id,tenantId,varchar,no,no,,monitoreo-v2/backend/src/modules/roles/entities/role.entity.ts
roles,name,name,varchar(100),no,no,,monitoreo-v2/backend/src/modules/roles/entities/role.entity.ts
roles,slug,slug,varchar(100),no,no,,monitoreo-v2/backend/src/modules/roles/entities/role.entity.ts
roles,description,description,text,yes,no,,monitoreo-v2/backend/src/modules/roles/entities/role.entity.ts
roles,max_session_minutes,maxSessionMinutes,integer,no,no,,monitoreo-v2/backend/src/modules/roles/entities/role.entity.ts
roles,hierarchy_level,hierarchyLevel,smallint,no,no,,monitoreo-v2/backend/src/modules/roles/entities/role.entity.ts
roles,is_default,isDefault,boolean,no,no,,monitoreo-v2/backend/src/modules/roles/entities/role.entity.ts
roles,require_mfa,requireMfa,boolean,no,no,,monitoreo-v2/backend/src/modules/roles/entities/role.entity.ts
roles,is_active,isActive,boolean,no,no,,monitoreo-v2/backend/src/modules/roles/entities/role.entity.ts
roles,created_at,createdAt,timestamptz,no,no,,monitoreo-v2/backend/src/modules/roles/entities/role.entity.ts
roles,updated_at,updatedAt,timestamptz,no,no,,monitoreo-v2/backend/src/modules/roles/entities/role.entity.ts
refresh_tokens,id,id,uuid,no,yes,,monitoreo-v2/backend/src/modules/sessions/entities/refresh-token.entity.ts
refresh_tokens,user_id,userId,varchar,no,no,,monitoreo-v2/backend/src/modules/sessions/entities/refresh-token.entity.ts
refresh_tokens,token_hash,tokenHash,varchar(128),no,no,,monitoreo-v2/backend/src/modules/sessions/entities/refresh-token.entity.ts
refresh_tokens,expires_at,expiresAt,timestamptz,no,no,,monitoreo-v2/backend/src/modules/sessions/entities/refresh-token.entity.ts
refresh_tokens,created_at,createdAt,timestamptz,no,no,,monitoreo-v2/backend/src/modules/sessions/entities/refresh-token.entity.ts
refresh_tokens,revoked_at,revokedAt,timestamptz,yes,no,,monitoreo-v2/backend/src/modules/sessions/entities/refresh-token.entity.ts
refresh_tokens,revoked_reason,revokedReason,varchar(100),yes,no,,monitoreo-v2/backend/src/modules/sessions/entities/refresh-token.entity.ts
refresh_tokens,ip_address,ipAddress,inet,yes,no,,monitoreo-v2/backend/src/modules/sessions/entities/refresh-token.entity.ts
refresh_tokens,user_agent,userAgent,text,yes,no,,monitoreo-v2/backend/src/modules/sessions/entities/refresh-token.entity.ts
tenants,id,id,uuid,no,yes,,monitoreo-v2/backend/src/modules/tenants/entities/tenant.entity.ts
tenants,name,name,varchar(255),no,no,,monitoreo-v2/backend/src/modules/tenants/entities/tenant.entity.ts
tenants,slug,slug,varchar(100),no,no,,monitoreo-v2/backend/src/modules/tenants/entities/tenant.entity.ts
tenants,is_active,isActive,boolean,no,no,,monitoreo-v2/backend/src/modules/tenants/entities/tenant.entity.ts
tenants,primary_color,primaryColor,varchar(7),no,no,,monitoreo-v2/backend/src/modules/tenants/entities/tenant.entity.ts
tenants,secondary_color,secondaryColor,varchar(7),no,no,,monitoreo-v2/backend/src/modules/tenants/entities/tenant.entity.ts
tenants,logo_url,logoUrl,text,yes,no,,monitoreo-v2/backend/src/modules/tenants/entities/tenant.entity.ts
tenants,favicon_url,faviconUrl,text,yes,no,,monitoreo-v2/backend/src/modules/tenants/entities/tenant.entity.ts
tenants,app_title,appTitle,varchar(100),no,no,,monitoreo-v2/backend/src/modules/tenants/entities/tenant.entity.ts
tenants,sidebar_color,sidebarColor,varchar(7),no,no,,monitoreo-v2/backend/src/modules/tenants/entities/tenant.entity.ts
tenants,accent_color,accentColor,varchar(7),no,no,,monitoreo-v2/backend/src/modules/tenants/entities/tenant.entity.ts
tenants,address,address,varchar(255),yes,no,,monitoreo-v2/backend/src/modules/tenants/entities/tenant.entity.ts
tenants,address_detail,addressDetail,varchar(255),yes,no,,monitoreo-v2/backend/src/modules/tenants/entities/tenant.entity.ts
tenants,phone,phone,varchar(50),yes,no,,monitoreo-v2/backend/src/modules/tenants/entities/tenant.entity.ts
tenants,tax_id,taxId,varchar(50),yes,no,,monitoreo-v2/backend/src/modules/tenants/entities/tenant.entity.ts
tenants,settings,settings,jsonb,no,no,,monitoreo-v2/backend/src/modules/tenants/entities/tenant.entity.ts
tenants,timezone,timezone,varchar(50),no,no,,monitoreo-v2/backend/src/modules/tenants/entities/tenant.entity.ts
tenants,default_country_code,defaultCountryCode,char(2),yes,no,,monitoreo-v2/backend/src/modules/tenants/entities/tenant.entity.ts
tenants,default_currency,defaultCurrency,char(3),yes,no,,monitoreo-v2/backend/src/modules/tenants/entities/tenant.entity.ts
tenants,created_at,createdAt,timestamptz,no,no,,monitoreo-v2/backend/src/modules/tenants/entities/tenant.entity.ts
tenants,updated_at,updatedAt,timestamptz,no,no,,monitoreo-v2/backend/src/modules/tenants/entities/tenant.entity.ts
users,id,id,uuid,no,yes,,monitoreo-v2/backend/src/modules/users/entities/user.entity.ts
users,tenant_id,tenantId,varchar,no,no,,monitoreo-v2/backend/src/modules/users/entities/user.entity.ts
users,email,email,varchar(255),no,no,,monitoreo-v2/backend/src/modules/users/entities/user.entity.ts
users,display_name,displayName,varchar(255),yes,no,,monitoreo-v2/backend/src/modules/users/entities/user.entity.ts
users,auth_provider,authProvider,varchar(20),no,no,,monitoreo-v2/backend/src/modules/users/entities/user.entity.ts
users,auth_provider_id,authProviderId,varchar(255),no,no,,monitoreo-v2/backend/src/modules/users/entities/user.entity.ts
users,role_id,roleId,varchar,no,no,,monitoreo-v2/backend/src/modules/users/entities/user.entity.ts
users,is_active,isActive,boolean,no,no,,monitoreo-v2/backend/src/modules/users/entities/user.entity.ts
users,mfa_secret,mfaSecret,varchar(255),yes,no,,monitoreo-v2/backend/src/modules/users/entities/user.entity.ts
users,mfa_enabled,mfaEnabled,boolean,no,no,,monitoreo-v2/backend/src/modules/users/entities/user.entity.ts
users,mfa_recovery_codes,mfaRecoveryCodes,text,yes,no,,monitoreo-v2/backend/src/modules/users/entities/user.entity.ts
users,privacy_accepted_at,privacyAcceptedAt,timestamptz,yes,no,,monitoreo-v2/backend/src/modules/users/entities/user.entity.ts
users,privacy_policy_version,privacyPolicyVersion,varchar(20),yes,no,,monitoreo-v2/backend/src/modules/users/entities/user.entity.ts
users,data_processing_blocked,dataProcessingBlocked,boolean,no,no,,monitoreo-v2/backend/src/modules/users/entities/user.entity.ts
users,block_reason,blockReason,text,yes,no,,monitoreo-v2/backend/src/modules/users/entities/user.entity.ts
users,blocked_at,blockedAt,timestamptz,yes,no,,monitoreo-v2/backend/src/modules/users/entities/user.entity.ts
users,opt_out_automated_decisions,optOutAutomatedDecisions,boolean,no,no,,monitoreo-v2/backend/src/modules/users/entities/user.entity.ts
users,age_verified,ageVerified,boolean,no,no,,monitoreo-v2/backend/src/modules/users/entities/user.entity.ts
users,last_login_at,lastLoginAt,timestamptz,yes,no,,monitoreo-v2/backend/src/modules/users/entities/user.entity.ts
users,created_at,createdAt,timestamptz,no,no,,monitoreo-v2/backend/src/modules/users/entities/user.entity.ts
users,updated_at,updatedAt,timestamptz,no,no,,monitoreo-v2/backend/src/modules/users/entities/user.entity.ts
